API#,Operator,Operator ID,WellType,WellName,WellNumber,Order/Permit,Approval Date,County,Sec,Twp,Rng,Q4,Q3,Q2,Q1,LAT,LONG,PSI,BBLS,GAS,MCF,ZONE
3501911569,XTO ENERGY INC,21003,2R,HEWITT UNIT 16,4901,84940,1971-05-12T00:00:00Z,CARTER,16,04S,02W,W2,NE,SE,SE,34.2046386,-97.4063152,1300,1000,NA,NA,"STEARNS, CHUBBEE, 1-B"
3501911624,DUNN'S OIL AND GAS LEASE MANAGEMENT LLC,24452,2D,HESTER,4,56792,1964-11-12T00:00:00Z,CARTER,19,04S,02W,NA,NW,NW,SE,34.1937079,-97.4472557,0,1000,NA,NA,LONE GROVE
3501911647,XTO ENERGY INC,21003,2R,HEWITT UNIT 21,3301,67990,1968-01-18T00:00:00Z,CARTER,21,04S,02W,NA,NE,NE,SE,34.23186111,-97.43333333,"NA","NA",NA,NA,CHUBEE
3501911671,XTO ENERGY INC,21003,2R,HEWITT UNIT 21,3102,67990,1968-01-18T00:00:00Z,CARTER,21,04S,02W,NA,SW,SE,NE,34.195154,-97.408571,"NA","NA",NA,NA,"HEWITT (HOXBAR, DEESE)"
3501911697,XTO ENERGY INC,21003,2R,HEWITT UNIT 21,3501,67990,1968-01-18T00:00:00Z,CARTER,21,04S,02W,SW,NE,NW,SE,34.15372222,-97.03333333,"NA","NA",NA,NA,HEWITT
3501911745,CITATION OIL & GAS CORPORATION,14156,2R,BAYOU UNIT,144,57171,1964-12-24T00:00:00Z,CARTER,1,05S,02W,NA,NE,NE,NE,34.157147428,-97.353100293,"NA","NA",NA,NA,BAYOU
3501911787,TRIPLEDEE OPERATING COMPANY LLC,21967,2D,C. J. GILL,1,99857,1973-09-14T00:00:00Z,CARTER,26,04S,02W,NA,SE,SE,SE,34.174121164,-97.379133106,100,100,NA,NA,LONE GROVE
3501911794,TRIPLEDEE OPERATING COMPANY LLC,21967,2D,C. J. GILL,4,35970,1957-11-18T00:00:00Z,CARTER,26,04S,02W,NA,NW,SE,SE,34.17538319,-97.37270217,500,200,NA,NA,HEWITT
3501911869,TRIPLEDEE OPERATING COMPANY LLC,21967,2D,"WESTHEIMER   ""B""",3,42119,1960-04-07T00:00:00Z,CARTER,36,04S,02W,SW,NW,NW,NW,34.16894444,-97.29111111,100,100,NA,NA,CHUBBEE
3501911884,WILLIFORD PETROLEUM LLC,20838,2R,"A.E. DENNY ""B""",16,95890,1973-02-07T00:00:00Z,CARTER,36,04S,02W,C,NW,SW,NW,34.1681095,-97.36835043,0,1800,NA,NA,BAYOU
3501912071,CITATION OIL & GAS CORPORATION,14156,2R,DUNDEE HEALDTON SAND UNIT,B-2,51090,1963-02-26T00:00:00Z,CARTER,4,04S,03W,NA,NA,C,NW,34.241532837,-97.52247067,600,3000,NA,NA,HEALDTON
3501912185,CITATION OIL & GAS CORPORATION,14156,2R,HEALDTON II WATERFLOOD UNIT,N-28,248046,1983-11-07T00:00:00Z,CARTER,5,04S,03W,NA,SW,SW,NE,34.2388761,-97.5346088,500,500,NA,NA,HEALDTON
3501912207,CITATION OIL & GAS CORPORATION,14156,2R,HEALDTON II UNIT,Q-24,249068,1983-11-28T00:00:00Z,CARTER,5,04S,03W,NA,SE,SE,SE,34.232552675,-97.527309168,500,500,NA,NA,HEALDTON
3501912338,CITATION OIL & GAS CORPORATION,14156,2R,HEALDTON II WATERFLOOD UNIT,V-25-I,125440,1976-10-29T00:00:00Z,CARTER,8,04S,03W,NA,C,E2,NE,34.227089,-97.52915163,600,500,NA,NA,HEALDTON
3501912447,CITATION OIL & GAS CORPORATION,14156,2R,TATUMS FIELD UNIT,30-2,357349,1991-05-30T00:00:00Z,CARTER,13,01S,03W,NA,SE,SW,SW,34.46615,-97.46858,2000,3000,NA,NA,DEESE
3501912468,T & J OIL PRODUCTION LLC,20533,2R,N BROCK DEESE SAND UNIT,1-4,78823,1970-01-26T00:00:00Z,CARTER,4,05S,01E,C,SW,NW,SW,34.14811546,-97.21156882,"NA","NA",NA,NA,DEESE
3501912494,CANTRELL ENERGY CORPORATION,20793,2R,WATKINS,4,28994,1954-08-04T00:00:00Z,CARTER,17,05S,01E,NA,SW,NW,SW,34.11905134,-97.22896972,"NA","NA",NA,NA,DEESE
3501912607,PHOENIX PETROCORP INC,19499,2R,WEST BROCK PENN UNIT,10-1A,93295,1972-09-28T00:00:00Z,CARTER,15,05S,01W,NA,NW,NE,SE,34.12097881,-97.28551102,"NA","NA",NA,NA,PENNSYLVANIAN
3501912637,PHOENIX PETROCORP INC,19499,2R,WEST BROCK PENN UNIT,27-1,93295,1972-09-28T00:00:00Z,CARTER,23,05S,01W,NA,NE,NE,NW,34.113672341,-97.27459719,"NA","NA",NA,NA,CHUBEE
3501912639,PHOENIX PETROCORP INC,19499,2R,WEST BROCK PENN UNIT,28-1,93295,1972-09-28T00:00:00Z,CARTER,23,05S,01W,NA,NW,NE,NE,34.113660944,-97.26805111,"NA","NA",NA,NA,PENNSYLVANIAN
3501912912,CITATION OIL & GAS CORPORATION,14156,2R,HEALDTON V UNIT,2-43,507032,2005-06-16T00:00:00Z,CARTER,14,04S,03W,SE,NE,SW,SW,34.20446701,-97.488645,800,4000,NA,NA,HEALDTON
3501912913,CITATION OIL & GAS CORPORATION,14156,2R,HEALDTON V UNIT,2-44,104007,1974-03-21T00:00:00Z,CARTER,14,04S,03W,NA,SE,SE,SW,34.20269977,-97.484268170000007,800,3000,NA,NA,HEALDTON
3501912993,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,7-3,46329,1961-07-28T00:00:00Z,CARTER,5,05S,01W,NA,SW,NE,SE,34.14817315,-97.32039179,"NA","NA",NA,NA,LONE GROVE
3501913000,WILLIFORD RESOURCES LLC,20839,2R,CHUBBIE HOXBAR UNIT,3-A,185935,1981-03-17T00:00:00Z,CARTER,5,05S,01W,NA,NE,SW,SW,34.14620428,-97.33128991,1000,400,NA,NA,HOXBAR
3501913005,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,13-5,46329,1961-07-28T00:00:00Z,CARTER,5,05S,01W,NA,SW,NW,SW,34.14815157,-97.33347927,"NA","NA",NA,NA,LONE GROVE
3501913007,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,13-8,170395,1980-06-04T00:00:00Z,CARTER,5,05S,01W,NA,NE,NE,SW,34.14997613,-97.32694298,1000,400,NA,NA,HOXBAR
3501913008,WILLIFORD RESOURCES LLC,20839,2R,CHUBBEE HOXBAR UNIT,3-9,170395,1980-06-04T00:00:00Z,CARTER,5,05S,01W,NA,NW,NW,SW,34.14996544,-97.33332161,1000,400,NA,NA,HOXBAR
3501913014,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,4-2,46329,1961-07-28T00:00:00Z,CARTER,5,05S,01W,NA,SW,SW,NE,34.15179438,-97.324772133,"NA","NA",NA,NA,LONE GROVE
3501913015,WILLIFORD RESOURCES LLC,20839,2R,CHUBBEE HOXBAR UNIT,4-2,170395,1980-06-04T00:00:00Z,CARTER,5,05S,01W,NA,SW,NW,SE,34.14816606,-97.324756922,1840,400,NA,NA,HOXBAR
3501913017,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,23-4,46329,1961-07-28T00:00:00Z,CARTER,5,05S,01W,NA,SW,SE,SW,34.14453173,-97.32910178,"NA","NA",NA,NA,LONE GROVE
3501913018,WILLIFORD RESOURCES LLC,20839,2R,CHUBBEE HOXBAR UNIT,7-5,170395,1980-06-04T00:00:00Z,CARTER,5,05S,01W,NA,NE,SE,SW,34.14634894,-97.32692808,1000,400,NA,NA,"LONE GROVE, BATOU, LANSFORD"
3501913019,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,23-6,46329,1961-07-28T00:00:00Z,CARTER,5,05S,01W,NA,SW,SW,SE,34.14453887,-97.324741731,"NA","NA",NA,NA,LONE GROVE
3501913134,BBM LLC,24457,2R,McCHAREN,2,1406560049,2016-03-02T00:00:00Z,CARTER,34,05S,01E,NA,SW,NE,SE,34.0755079,-97.1811522,500,900,NA,NA,DEESE
3501913172,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,3-3,46329,1961-07-28T00:00:00Z,CARTER,5,05S,01W,NA,SW,SE,NW,34.151795727,-97.32913177,"NA","NA",NA,NA,DEESE
3501913203,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,21-8,46329,1961-07-28T00:00:00Z,CARTER,6,05S,01W,NA,NE,NE,SE,34.149958410000004,-97.335662673,"NA","NA",NA,NA,LONE GROVE
3501913205,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,21-9,46329,1961-07-28T00:00:00Z,CARTER,6,05S,01W,NA,NE,SE,SE,34.14633122,-97.335651513,"NA","NA",NA,NA,LONE GROVE
3501913208,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,21-12,46329,1961-07-28T00:00:00Z,CARTER,6,05S,01W,NA,NE,SW,SE,34.14631187,-97.340013859,"NA","NA",NA,NA,LONE GROVE
3501913210,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,21-14,46329,1961-07-28T00:00:00Z,CARTER,6,05S,01W,NA,SW,SW,SE,34.14448855,-97.342189312,"NA","NA",NA,NA,LONE GROVE
3501913211,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,21-15,46329,1961-07-28T00:00:00Z,CARTER,6,05S,01W,NA,SW,SE,SE,34.14450797,-97.33782706,"NA","NA",NA,NA,LONE GROVE
3501913213,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,18-4,46329,1961-07-28T00:00:00Z,CARTER,6,05S,01W,NA,NE,SE,SW,34.14629243,-97.34437854,"NA","NA",NA,NA,LONE GROVE
3501913218,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,15-2,46329,1961-07-28T00:00:00Z,CARTER,6,05S,01W,NA,SW,NE,SE,34.14813516,-97.337838313,"NA","NA",NA,NA,LONE GROVE
3501913220,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,1-3,46329,1961-07-28T00:00:00Z,CARTER,6,05S,01W,NA,NE,SE,NE,34.153601231,-97.335673906,"NA","NA",NA,NA,LONE GROVE
3501913229,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,34-5,46329,1961-07-28T00:00:00Z,CARTER,7,05S,01W,NA,NE,NW,NE,34.142686625,-97.340012328,"NA","NA",NA,NA,LONE GROVE
3501913246,WILLIFORD RESOURCES LLC,20839,2R,SW LONE GROVE SAND UNIT,27-2,46329,1961-07-28T00:00:00Z,CARTER,8,05S,01W,NA,SW,NW,NE,34.140910037,-97.324755777,"NA","NA",NA,NA,LONE GROVE
3501913551,CITATION OIL & GAS CORPORATION,14156,2R,GRAHAM DEESE UNIT,53-1,91401,1972-06-07T00:00:00Z,CARTER,30,02S,02W,C,SE,SW,NW,34.355104,-97.45383,2000,700,NA,NA,DEESE
3501913605,PHOENIX PETROCORP INC,19499,2R,"NWCDU (MARTIN ""B"" #5)",51,364838,1992-04-20T00:00:00Z,CARTER,6,02S,03W,NA,SE,NW,SW,34.409298,-97.55866,2200,1500,NA,NA,"FUSILINID, TUSSY"
3501913606,PHOENIX PETROCORP INC,19499,2R,"NWCDU (MARTIN ""A"" #3)",61,364834,1992-04-20T00:00:00Z,CARTER,6,02S,03W,NA,NW,SW,SW,34.407485,-97.56085,2200,1500,NA,NA,DEESE
3501913609,PHOENIX PETROCORP INC,19499,2R,VELMA CAMP DEESE UNIT,4,404239,1996-08-13T00:00:00Z,CARTER,6,02S,03W,NA,SE,SW,SE,34.405672,-97.54991,2750,1000,NA,NA,DEESE
3501913615,PHOENIX PETROCORP INC,19499,2R,VELMA CAMP DEESE UNIT,44,403522,1996-07-18T00:00:00Z,CARTER,8,02S,03W,NA,SW,NW,SE,34.394832,-97.53462,2750,1000,NA,NA,DEESE
3501913617,CANTRELL ENERGY CORPORATION,20793,2R,FARVE,W34,27619,1953-10-08T00:00:00Z,CARTER,20,05S,01E,SW,SW,SW,NE,34.10908071,-97.22124648,"NA","NA",NA,NA,DEESE
3501913619,CANTRELL ENERGY CORPORATION,20793,2R,FARVE,W40,27619,1953-10-08T00:00:00Z,CARTER,20,05S,01E,NA,C,SW,SW,34.10179864,-97.22782116,"NA","NA",NA,NA,DEESE
3501913620,CANTRELL ENERGY CORPORATION,20793,2R,FARVE,39,27619,1953-10-08T00:00:00Z,CARTER,20,05S,01E,SW,NW,SW,NE,34.11089094,-97.221245484,"NA","NA",NA,NA,DEESE
3501913623,CANTRELL ENERGY CORPORATION,20793,2R,BAPTISTE,W-40,27619,1953-10-08T00:00:00Z,CARTER,20,05S,01E,NW,NW,SE,SE,34.10283988,-97.216625493,"NA","NA",NA,NA,DEESE
3501913624,CANTRELL ENERGY CORPORATION,20793,2R,J BAPTISTE,W-1,27619,1953-10-08T00:00:00Z,CARTER,29,05S,01E,NA,SW,NW,NE,34.09814895,-97.2169016,"NA","NA",NA,NA,LONE GROVE
3501913625,CANTRELL ENERGY CORPORATION,20793,2R,J. BAPTISTE,3,27619,1953-10-08T00:00:00Z,CARTER,29,05S,01E,NW,NE,NE,NE,34.099552,-97.21439,"NA","NA",NA,NA,DEESE
3501913659,SCOUT ENERGY MANAGEMENT LLC,23138,2R,NDU (LOFTIN #5),10-5,295129,1986-03-26T00:00:00Z,CARTER,2,02S,03W,NA,NW,NW,NW,34.418515,-97.49097,2000,2000,NA,NA,DEESE
3501913662,SCOUT ENERGY MANAGEMENT LLC,23138,2R,NDU (LYLES #11),8-11,261752,1984-07-02T00:00:00Z,CARTER,3,02S,03W,NA,NE,SW,NE,34.414855,-97.4975,2000,2000,NA,NA,DEESE
3501913706,CITATION OIL & GAS CORPORATION,14156,2R,COUNTYLINE UNIT,55-1B,185867,1981-03-16T00:00:00Z,CARTER,20,01S,03W,NA,SW,SE,SW,34.449236,-97.53901,2200,1200,NA,NA,DEESE
3501913720,MACK ENERGY CO,11739,2R,WILDCAT JIM PENN UNIT,102,362274,1991-12-27T00:00:00Z,CARTER,7,02S,02W,NA,SW,SW,NE,34.398628,-97.44727,1500,2000,NA,NA,PENN SANDS
3501913723,JONES L E OPERATING INC,19169,2D,NOBLE,3,61565,1966-02-07T00:00:00Z,CARTER,21,02S,02W,SW,SE,NW,NW,34.372835,-97.41835,200,200,NA,NA,CISCO
3501913727,XTO ENERGY INC,21003,2R,HEWITT UNIT 22,6101,67990,1968-01-18T00:00:00Z,CARTER,22,04S,02W,NA,SW,SW,SE,34.1883384,-97.3948462,"NA","NA",NA,NA,"HEWITT (HOXBAR, DEESE)"
3501913728,XTO ENERGY INC,21003,2R,HEWITT UNIT 16,3701,67990,1968-01-18T00:00:00Z,CARTER,16,04S,02W,NA,NE,NE,SW,34.2082651,-97.4145,"NA","NA",NA,NA,HEWITT
3501913729,XTO ENERGY INC,21003,2R,HEWITT UNIT 16,6101,67990,1968-01-18T00:00:00Z,CARTER,16,04S,02W,NA,SW,SW,SE,34.2028249,-97.4123174,"NA","NA",NA,NA,HEWITT
3501913748,CITATION OIL & GAS CORPORATION,14156,2R,HEFNER,9A,425689,1998-08-17T00:00:00Z,CARTER,16,02S,02W,NA,SW,SW,SE,34.391424,-97.41233,600,950,NA,NA,PENN SANDS
3501913749,MACK ENERGY CO,11739,2R,WILDCAT JIM PENN UNIT,66,560472,2008-10-07T00:00:00Z,CARTER,6,02S,02W,C,SE,SE,SW,34.40612165,-97.44951866,806,1500,NA,NA,TATUMS
3501913800,PHOENIX PETROCORP INC,19499,2R,WEST BROCK PENN UNIT,22-1,93295,1972-07-20T00:00:00Z,CARTER,13,05S,01W,NA,SE,NE,SW,34.119119471,-97.257148302,"NA","NA",NA,NA,PENNSYLVANIAN
3501913801,PHOENIX PETROCORP INC,19499,2R,WEST BROCK PENN UNIT,9-2,93295,1972-07-20T00:00:00Z,CARTER,13,05S,01W,NA,SE,SW,NW,34.12273014,-97.26151679,"NA","NA",NA,NA,"BRYANT, BOYD"
3501913803,CITATION OIL & GAS CORPORATION,14156,2R,HEALDTON II WATERFLOOD UNIT,C-5-I,419529,1998-01-09T00:00:00Z,CARTER,32,03S,03W,NA,NW,SW,SE,34.24814,-97.53461,600,1000,NA,NA,HEALDTON
3501913808,LEWIS OIL OPERATIONS LLC,13189,2D,S J HERNSTADT,4,1304290042,2013-03-15T00:00:00Z,CARTER,34,01S,03W,W2,SW,NW,NE,34.431176,-97.49969,1000,1000,NA,NA,GOODWIN
3501913809,PHOENIX PETROCORP INC,19499,2R,WEST BROCK PENN UNIT,7,93295,1972-07-20T00:00:00Z,CARTER,13,05S,01W,NA,NW,SE,SW,34.11729319,-97.25933654,"NA","NA",NA,NA,"BOYD, LONE GROVE"
3501913819,CITATION OIL & GAS CORPORATION,14156,2D,TATUMS DES MOINES UNIT,112,432609,1999-05-28T00:00:00Z,CARTER,9,02S,02W,NA,SW,SE,NW,34.398677,-97.41671,670,500,NA,NA,PENNSLYVANIA
3501913844,CITATION OIL & GAS CORPORATION,14156,2R,SW HOMER GOODWIN SAND UNIT,2-3,524144,2006-04-28T00:00:00Z,CARTER,18,01S,02W,NA,NE,NW,NE,34.476606,-97.44509,1500,0,NITROGEN,2000,GOODWIN
3501913868,MACK ENERGY CO,11739,2R,WILDCAT JIM PENN UNIT,19,372332,1993-03-11T00:00:00Z,CARTER,31,01S,02W,NA,NE,SW,SE,34.422656,-97.44454,1500,2000,NA,NA,PENNSYLVANIAN
3501913870,MACK ENERGY CO,11739,2R,WILDCAT JIM PENN UNIT,12,372331,1993-03-11T00:00:00Z,CARTER,31,01S,02W,S2,NE,NW,SE,34.425376,-97.44509,1500,2000,NA,NA,PENNSYLVANIAN
3501913872,MACK ENERGY CO,11739,2R,SOUTH TATUMS SAND UNIT,14-1A,388700,1994-12-13T00:00:00Z,CARTER,31,01S,02W,NA,NE,NW,NW,34.433082,-97.45384,1500,3000,NA,NA,TATUMS
3501913932,CITATION OIL & GAS CORPORATION,14156,2R,JENNINGS DEESE UNIT,20,315559,1987-08-11T00:00:00Z,CARTER,16,02S,03W,C,NW,NE,NE,34.389431,-97.51278,1500,2000,NA,NA,DEESE
3501913936,WILD OUTDOORS OIL LLC,23948,2D,HICKER,1,62038,1966-03-29T00:00:00Z,CARTER,20,02S,03W,NA,SW,SW,SE,34.36202083,-97.53531813,100,100,NA,NA,PERMIAN
3501914083,CITATION OIL & GAS CORPORATION,14156,2R,WILDCAT JIM UNIT,35,130830,1977-05-10T00:00:00Z,CARTER,7,02S,02W,NA,NW,NE,SE,34.396814,-97.4429,1650,2000,NA,NA,"DEESE, HOXBAR"
3501914092,CITATION OIL & GAS CORPORATION,14156,2R,GRAHAM DEESE UNIT,55-7,91401,1972-06-07T00:00:00Z,CARTER,30,02S,02W,NA,SE,NW,SW,34.351477,-97.45383,2000,700,NA,NA,DEESE
3501914111,MACK ENERGY CO,11739,2R,WILDCAT JIM PENN UNIT,4,403305,1996-07-08T00:00:00Z,CARTER,31,01S,02W,NA,NW,SE,NW,34.429456,-97.45165,1300,1500,NA,NA,PENNSYLVANIAN
3501914194,MACK ENERGY CO,11739,2R,WILDCAT JIM PENN UNIT,103,416567,1997-10-07T00:00:00Z,CARTER,7,02S,02W,C,SE,SW,NE,34.398628,-97.44509,1300,1500,NA,NA,PENNSYLVANIAN
3501914208,MACK ENERGY CO,11739,2R,SOUTH TATUMS SAND UNIT,13,1300360134,2012-10-08T00:00:00Z,CARTER,31,01S,02W,NW,NW,NW,NW,34.432873,-97.56085,1210,2500,NA,NA,TATUMS
3501914236,CITATION OIL & GAS CORPORATION,14156,2R,GRAHAM DEESE UNIT,55-5,91401,1972-06-07T00:00:00Z,CARTER,30,02S,02W,NA,NW,NW,SW,34.353291,-97.45602,2000,700,NA,NA,DEESE
3501914248,SCOUT ENERGY MANAGEMENT LLC,23138,2R,TROY C MOSS,2,1405860033,2014-06-10T00:00:00Z,CARTER,31,01S,03W,W2,NE,NW,NE,34.432874,-97.54991,800,4000,NA,NA,DEESE
3501914249,MACK ENERGY CO,11739,2R,SOUTH TATUMS SAND UNIT,21,54564,1964-03-11T00:00:00Z,CARTER,25,01S,03W,NA,NE,SW,SE,34.436682,-97.46256,"NA","NA",NA,NA,TATUMS
3501914251,MACK ENERGY CO,11739,2R,WILDCAT JIM PENN UNIT,98,570440,2009-09-24T00:00:00Z,CARTER,7,02S,02W,NA,SW,SW,NW,34.398627,-97.45602,1210,1500,NA,NA,PENNSYLVANIAN
3501914316,KODIAK OIL & GAS INC,23226,2D,COLINE,B-11,46901,1961-10-24T00:00:00Z,CARTER,21,03S,02W,NW,SW,NW,NE,34.28686506,-97.41258135,0,38,NA,NA,OIL CITY SAND
3501920004,KINGERY DRILLING COMPANY INC,1214,2D,MARTIN-DAVIS,4,365133,1992-05-01T00:00:00Z,CARTER,26,02S,02W,NE,SE,SW,SE,34.348394,-97.37466,750,1000,NA,NA,LONE GROVE
3501920041,CITATION OIL & GAS CORPORATION,14156,2R,SW HOMER GOODWIN SAND UNIT,5-1,522302,2006-03-29T00:00:00Z,CARTER,18,01S,02W,C,SW,NW,NE,34.474792,-97.44728,1000,0,NITROGEN,2000,GOODWIN
3501920051,KODIAK OIL & GAS INC,23226,2R,AMENDED WHEELER UNIT,12-5W,565007,2009-02-04T00:00:00Z,CARTER,34,03S,02W,SE,NW,NE,NW,34.259063,-97.39922,650,400,NA,NA,PERMIAN
3501920063,KODIAK OIL & GAS INC,23226,2R,AMENDED WHEELER UNIT,1-W,57158,1964-12-21T00:00:00Z,CARTER,35,03S,02W,SW,SW,NW,NW,34.25306571,-97.38627063,450,250,NA,NA,PERMIAN
3501920079,KODIAK OIL & GAS INC,23226,2R,AMENDED WHEELER UNIT,13-1W,565011,2009-02-04T00:00:00Z,CARTER,34,03S,02W,SE,NW,NW,NW,34.258609,-97.40304,650,400,NA,NA,PERMIAN
3501920084,JOHNSON OIL COMPANY INC,19143,2D,F C CARR,2,571456,2009-11-10T00:00:00Z,CARTER,25,01S,03W,NE,NW,SE,NW,34.444387999999996,-97.46858,500,800,NA,NA,COUNTY LINE
3501920085,CITATION OIL & GAS CORPORATION,14156,2R,BUMPASS UNIT,153,163288,1979-10-03T00:00:00Z,CARTER,3,02S,03W,NA,NE,NE,SW,34.411228,-97.50187,2000,3000,NA,NA,DEESE
3501920090,CHATHAM JIMMY R,14490,2D,WALLACE,4-21,1707080007,2017-05-08T00:00:00Z,CARTER,21,03S,02W,NA,SW,NE,SE,34.27899,-97.40796,2273,5000,NA,NA,DEESE
3501920106,KODIAK OIL & GAS INC,23226,2R,AMENDED WHEELER UNIT,13-2W,330162,1988-09-09T00:00:00Z,CARTER,34,03S,02W,SE,NE,NW,NW,34.258609,-97.40086,750,300,NA,NA,PERMIAN
3501920111,KODIAK OIL & GAS INC,23226,2R,HEWITT-HOXBAR UNIT,7-14,63637,1966-09-15T00:00:00Z,CARTER,27,04S,02W,NW,SW,NW,NW,34.191,-97.38333333,"NA","NA",NA,NA,HOXBAR
3501920146,KODIAK OIL & GAS INC,23226,2R,HEWITT-HOXBAR UNIT,7-15,63637,1966-09-15T00:00:00Z,CARTER,27,04S,02W,NA,NA,C,NW,34.19258333,-97.38333333,"NA","NA",NA,NA,HOXBAR
3501920149,MACK ENERGY CO,11739,2R,WILDCAT JIM PENN UNIT,93,375325,1993-07-20T00:00:00Z,CARTER,7,02S,02W,N2,NE,SE,NW,34.400441,-97.44946,1250,610,NA,NA,TATUMS
3501920154,KODIAK OIL & GAS INC,23226,2R,AMENDED WHEELER UNIT,13-3W,565010,2009-02-04T00:00:00Z,CARTER,34,03S,02W,SE,SE,NW,NW,34.256796,-97.40086,650,400,NA,NA,PERMIAN
3501920192,CITATION OIL & GAS CORPORATION,14156,2R,WILDCAT JIM UNIT,59,344982,1990-02-20T00:00:00Z,CARTER,8,02S,02W,NA,NW,SE,SW,34.393213,-97.43418,1550,1600,NA,NA,DEESE
3501920196,CITATION OIL & GAS CORPORATION,14156,2D,HEFNER UNIT,3 SWD,65605,1967-04-21T00:00:00Z,CARTER,9,02S,02W,NA,NW,NE,NE,34.40443722,-97.407571720000007,500,15000,NA,NA,MARKHAM SAND
3501920205,CHATHAM JIMMY R,14490,2R,GRIFFIN,15,305865,1986-11-25T00:00:00Z,CARTER,20,04S,02W,NW,SE,SE,SE,34.18871379,-97.4238579,1500,980,NA,NA,HEWITT
3501920209,SCOUT ENERGY MANAGEMENT LLC,23138,2R,S. SHOLEM ALECHEM DEESE UNIT,13A-5,261756,1984-07-02T00:00:00Z,CARTER,11,02S,03W,NA,NW,SW,NW,34.40073333,-97.49108333,2000,1500,NA,NA,TUSSY
3501920243,KODIAK OIL & GAS INC,23226,2R,HEWITT HOXBAR UNIT,7-18,477282,2003-06-23T00:00:00Z,CARTER,27,04S,02W,S2,N2,S2,NW,34.19366667,-97.38333333,600,800,NA,NA,HOXBAR
3501920265,CITATION OIL & GAS CORPORATION,14156,2R,WILDCAT JIM UNIT,22,130834,1977-05-20T00:00:00Z,CARTER,8,02S,02W,NA,SE,SE,NW,34.401374,-97.42652,1650,2000,NA,NA,HOXBAR-DEESE
3501920269,STEPHENS & JOHNSON OPERATING CO,19113,2R,TUSSY DEESE UNIT,RM-7,92376,1972-08-01T00:00:00Z,CARTER,5,01S,03W,NA,NW,NE,NE,34.505452,-97.53025,400,1400,NA,NA,DEESE
3501920275,CITATION OIL & GAS CORPORATION,14156,2R,HEALDTON IV UNIT,3-16,67121,1967-10-06T00:00:00Z,CARTER,10,04S,03W,SW,SW,NW,SE,34.21993551,-97.50041383,"NA","NA",NA,NA,HEALDTON
3501920300,KODIAK OIL & GAS INC,23226,2R,HEWITT HOXBAR UNIT,7-19,383388,1994-05-11T00:00:00Z,CARTER,27,04S,02W,SE,NW,SE,NW,34.19433333,-97.38333333,1000,500,NA,NA,HOXBAR
3501920339,CITATION OIL & GAS CORPORATION,14156,2R,HEALDTON II UNIT,J-25-I,67978,1968-01-18T00:00:00Z,CARTER,5,04S,03W,NA,NE,NW,NE,34.24464885,-97.53331832,500,1000,NA,NA,HEALDTON
3501920340,CITATION OIL & GAS CORPORATION,14156,2R,HEALDTON II UNIT,K-30-I,67978,1968-01-18T00:00:00Z,CARTER,5,04S,03W,NA,NE,NE,NE,34.24245,-97.52755,500,1000,NA,NA,HEALDTON
3501920341,CITATION OIL & GAS CORPORATION,14156,2R,HEALDTON II UNIT,M-25-I,67978,1968-01-18T00:00:00Z,CARTER,5,04S,03W,E2,E2,E2,NW,34.24178442,-97.53607215,500,1500,NA,NA,HEALDTON
3501920342,CITATION OIL & GAS CORPORATION,14156,2R,HEALDTON II UNIT,O-61-I,67978,1968-01-18T00:00:00Z,CARTER,5,04S,03W,NA,SW,NE,SW,34.23481535,-97.53925057,500,1000,NA,NA,HEALDTON
3501920343,CITATION OIL & GAS CORPORATION,14156,2R,HEALDTON II UNIT,O-60-I,67978,1968-01-18T00:00:00Z,CARTER,5,04S,03W,NA,NE,NE,SW,34.23802392,-97.53677849,500,3000,NA,NA,HEALDTON
3501920344,CITATION OIL & GAS CORPORATION,14156,2R,HEALDTON II UNIT,O-62-1,67978,1968-01-18T00:00:00Z,CARTER,5,04S,03W,NA,SE,SE,SW,34.23148491,-97.5371084,500,3000,NA,NA,HEALDTON
